Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
199,1765272856244,3504,3504,3504,3504,3504,3504,3504,3504,34.68122482299805,34.6366081237793,33.165077209472656,33.507659912109375,33.8322639465332,33.690879821777344,33.8109130859375,34.30638885498047,34.290000915527344,30.000001907348633,30.000001907348633,35,33.333335876464844,0,4.761904716491699,0,0,9.218494415283203,8589934592,8589934592,6797688832,7064322048
204,1765272856445,3504,3504,3504,3504,3504,3504,3504,3504,34.68122482299805,34.6366081237793,33.165077209472656,33.507659912109375,33.8322639465332,33.690879821777344,33.8109130859375,34.30638885498047,34.290000915527344,35,26.3157901763916,23.809524536132813,42.85714340209961,0,0,0,0,9.218494415283203,8589934592,8589934592,6802046976,7064322048
201,1765272856650,3504,3504,3504,3504,3504,3504,3504,3504,34.79978561401367,34.597713470458984,33.10132598876953,33.490989685058594,33.645172119140625,33.461936950683594,33.49382781982422,33.97671127319336,33.91944885253906,33.333335876464844,31.81818199157715,26.3157901763916,25,0,0,0,0,9.218494415283203,8589934592,8589934592,6777667584,7064322048
204,1765272856852,3504,3504,3504,3504,3504,3504,3504,3504,34.79978561401367,34.597713470458984,33.10132598876953,33.490989685058594,33.645172119140625,33.461936950683594,33.49382781982422,33.97671127319336,33.91944885253906,40,26.3157901763916,23.809524536132813,26.3157901763916,10,0,4.761904716491699,0,9.218494415283203,8589934592,8589934592,6773506048,7064322048
202,1765272857057,3504,3504,3504,3504,3504,3504,3504,3504,34.79978561401367,34.597713470458984,33.10132598876953,33.490989685058594,33.645172119140625,33.461936950683594,33.49382781982422,33.97671127319336,33.91944885253906,25,14.285715103149414,15.000000953674316,9.523809432983398,0,0,0,0,8.620843887329102,8589934592,8589934592,6773473280,7064322048
201,1765272857260,3504,3504,3504,3504,3504,3504,3504,3504,34.79978561401367,34.597713470458984,33.10132598876953,33.490989685058594,33.645172119140625,33.461936950683594,33.49382781982422,33.97671127319336,33.91944885253906,20,15.000000953674316,9.523809432983398,5,0,0,0,0,8.620843887329102,8589934592,8589934592,6769360896,7064322048
204,1765272857462,3504,3504,3504,3504,3504,3504,3504,3504,34.79978561401367,34.597713470458984,33.10132598876953,33.490989685058594,33.645172119140625,33.461936950683594,33.49382781982422,33.97671127319336,33.91944885253906,10,10,5,5,0,0,0,0,8.620843887329102,8589934592,8589934592,6769360896,7064322048
204,1765272857667,3504,3504,3504,3504,3504,3504,3504,3504,34.18142318725586,34.126495361328125,32.712188720703125,32.995452880859375,33.29745864868164,33.162384033203125,33.05413818359375,33.75448226928711,33.540287017822266,47.619049072265625,31.57894515991211,20,15.000000953674316,4.761904716491699,0,0,0,8.620843887329102,8589934592,8589934592,6763970560,7064322048
204,1765272857872,3504,3504,3504,3504,3504,3504,3504,3504,34.18142318725586,34.126495361328125,32.712188720703125,32.995452880859375,33.29745864868164,33.162384033203125,33.05413818359375,33.75448226928711,33.540287017822266,23.809524536132813,22.72727394104004,20,19.047618865966797,5,0,0,0,8.620843887329102,8589934592,8589934592,6770196480,7064322048
204,1765272858077,3504,3504,3504,3504,3504,3504,3504,3504,34.18142318725586,34.126495361328125,32.712188720703125,32.995452880859375,33.29745864868164,33.162384033203125,33.05413818359375,33.75448226928711,33.540287017822266,14.285715103149414,10,14.285715103149414,20,4.761904716491699,0,0,0,8.79364013671875,8589934592,8589934592,6770196480,7064322048
200,1765272858282,3504,3504,3504,3504,3504,3504,3504,3504,34.18142318725586,34.126495361328125,32.712188720703125,32.995452880859375,33.29745864868164,33.162384033203125,33.05413818359375,33.75448226928711,33.540287017822266,21.052631378173828,23.809524536132813,10,10,4.761904716491699,0,0,0,8.79364013671875,8589934592,8589934592,6770196480,7064322048
202,1765272858483,3504,3504,3504,3504,3504,3504,3504,3504,34.18142318725586,34.126495361328125,32.712188720703125,32.995452880859375,33.29745864868164,33.162384033203125,33.05413818359375,33.75448226928711,33.540287017822266,35,20,23.809524536132813,18.18181800842285,10.526315689086914,0,5,0,8.79364013671875,8589934592,8589934592,6770196480,7064322048
199,1765272858686,3504,3504,3504,3504,3504,3504,3504,3504,34.018672943115234,34.038875579833984,32.649017333984375,32.91088104248047,33.172630310058594,33.014644622802734,32.85759353637695,33.6579475402832,33.37757110595703,14.285715103149414,10,5.263157844543457,5.263157844543457,0,0,0,0,8.79364013671875,8589934592,8589934592,6754828288,7064322048
204,1765272858886,3504,3504,3504,3504,3504,3504,3504,3504,34.018672943115234,34.038875579833984,32.649017333984375,32.91088104248047,33.172630310058594,33.014644622802734,32.85759353637695,33.6579475402832,33.37757110595703,10.526315689086914,10.526315689086914,9.523809432983398,5,4.761904716491699,4.761904716491699,0,0,8.79364013671875,8589934592,8589934592,6753271808,7064322048
204,1765272859091,3504,3504,3504,3504,3504,3504,3504,3504,34.018672943115234,34.038875579833984,32.649017333984375,32.91088104248047,33.172630310058594,33.014644622802734,32.85759353637695,33.6579475402832,33.37757110595703,10,13.636363983154297,10,5,0,0,0,0,8.42104721069336,8589934592,8589934592,6750240768,7064322048
201,1765272859296,3504,3504,3504,3504,3504,3504,3504,3504,34.018672943115234,34.038875579833984,32.649017333984375,32.91088104248047,33.172630310058594,33.014644622802734,32.85759353637695,33.6579475402832,33.37757110595703,20,10.526315689086914,10,9.523809432983398,4.761904716491699,0,0,4.761904716491699,8.42104721069336,8589934592,8589934592,6747455488,7064322048
199,1765272859498,3504,3504,3504,3504,3504,3504,3504,3504,34.018672943115234,34.038875579833984,32.649017333984375,32.91088104248047,33.172630310058594,33.014644622802734,32.85759353637695,33.6579475402832,33.37757110595703,15.000000953674316,15.000000953674316,15.000000953674316,10,0,0,0,0,8.42104721069336,8589934592,8589934592,6756843520,7064322048
199,1765272859698,3504,3504,3504,3504,3504,3504,3504,3504,33.885005950927734,33.90611267089844,32.57140350341797,32.783531188964844,32.89726257324219,32.859134674072266,32.73365020751953,33.58348083496094,33.238162994384766,52.38095474243164,55,52.38095474243164,50,40,45,26.3157901763916,20,8.42104721069336,8589934592,8589934592,6718308352,7064322048
204,1765272859898,3504,3504,3504,3504,3504,3504,3504,3504,33.885005950927734,33.90611267089844,32.57140350341797,32.783531188964844,32.89726257324219,32.859134674072266,32.73365020751953,33.58348083496094,33.238162994384766,36.842105865478516,25,25,20,21.052631378173828,45,15.789472579956055,5.263157844543457,8.42104721069336,8589934592,8589934592,6740754432,7064322048
202,1765272860103,3504,3504,3504,3504,3504,3504,3504,3504,33.885005950927734,33.90611267089844,32.57140350341797,32.783531188964844,32.89726257324219,32.859134674072266,32.73365020751953,33.58348083496094,33.238162994384766,38.095237731933594,35,35,20,25,45,14.285715103149414,9.523809432983398,8.477888107299805,8589934592,8589934592,6772998144,7064322048
203,1765272860307,3504,3504,3504,3504,3504,3504,3504,3504,33.885005950927734,33.90611267089844,32.57140350341797,32.783531188964844,32.89726257324219,32.859134674072266,32.73365020751953,33.58348083496094,33.238162994384766,50,47.619049072265625,40,35,60.000003814697266,61.904762268066406,50,40,8.477888107299805,8589934592,8589934592,6797983744,7110787072
202,1765272860511,3504,3504,3504,3504,3504,3504,3504,3504,33.885005950927734,33.90611267089844,32.57140350341797,32.783531188964844,32.89726257324219,32.859134674072266,32.73365020751953,33.58348083496094,33.238162994384766,45,36.842105865478516,35,28.571430206298828,57.142860412597656,57.894737243652344,42.85714340209961,30.000001907348633,8.477888107299805,8589934592,8589934592,6832996352,7195262976
204,1765272860713,3504,3504,3504,3504,3504,3504,3504,3504,45.26018524169922,44.17393493652344,41.31575012207031,42.646766662597656,37.918819427490234,39.473716735839844,39.532371520996094,41.024436950683594,40.61466979980469,75,66.66667175292969,70,57.894737243652344,30.000001907348633,25,5,9.523809432983398,8.477888107299805,8589934592,8589934592,6821920768,7202996224
204,1765272860918,3504,3504,3504,3504,3504,3504,3504,3504,45.26018524169922,44.17393493652344,41.31575012207031,42.646766662597656,37.918819427490234,39.473716735839844,39.532371520996094,41.024436950683594,40.61466979980469,60.000003814697266,55,45,47.619049072265625,38.095237731933594,55,38.095237731933594,20,8.477888107299805,8589934592,8589934592,6791675904,7194607616
200,1765272861123,3504,3504,3504,3504,3504,3504,3504,3504,45.26018524169922,44.17393493652344,41.31575012207031,42.646766662597656,37.918819427490234,39.473716735839844,39.532371520996094,41.024436950683594,40.61466979980469,71.42857360839844,65,61.904762268066406,60.000003814697266,57.894737243652344,59.09090805053711,50,35,10.85432243347168,8589934592,8589934592,6810058752,7250837504
204,1765272861324,3504,3504,3504,3504,3504,3504,3504,3504,45.26018524169922,44.17393493652344,41.31575012207031,42.646766662597656,37.918819427490234,39.473716735839844,39.532371520996094,41.024436950683594,40.61466979980469,44.4444465637207,40,30.000001907348633,25,15.000000953674316,11.111111640930176,0,0,10.85432243347168,8589934592,8589934592,6810058752,7260733440
199,1765272861529,3504,3504,3504,3504,3504,3504,3504,3504,45.26018524169922,44.17393493652344,41.31575012207031,42.646766662597656,37.918819427490234,39.473716735839844,39.532371520996094,41.024436950683594,40.61466979980469,50,55,40,54.54545593261719,0,0,0,0,10.85432243347168,8589934592,8589934592,6810058752,7260733440
204,1765272861729,3504,3504,3504,3504,3504,3504,3504,3504,42.567718505859375,42.54890060424805,40.09203338623047,40.769073486328125,39.09389114379883,39.86094665527344,39.87492370605469,41.08465576171875,40.57704544067383,60.000003814697266,65,55,61.11111068725586,31.57894515991211,35,25,30.000001907348633,10.85432243347168,8589934592,8589934592,6804275200,7260733440
200,1765272861934,3504,3504,3504,3504,3504,3504,3504,3504,42.567718505859375,42.54890060424805,40.09203338623047,40.769073486328125,39.09389114379883,39.86094665527344,39.87492370605469,41.08465576171875,40.57704544067383,57.894737243652344,47.619049072265625,42.105262756347656,38.095237731933594,22.72727394104004,9.523809432983398,5,0,10.85432243347168,8589934592,8589934592,6825967616,7260733440
204,1765272862135,3504,3504,3504,3504,3504,3504,3504,3504,42.567718505859375,42.54890060424805,40.09203338623047,40.769073486328125,39.09389114379883,39.86094665527344,39.87492370605469,41.08465576171875,40.57704544067383,55,52.6315803527832,45,45,5.263157844543457,0,0,0,16.59471893310547,8589934592,8589934592,6811451392,7243956224
200,1765272862340,3504,3504,3504,3504,3504,3504,3504,3504,42.567718505859375,42.54890060424805,40.09203338623047,40.769073486328125,39.09389114379883,39.86094665527344,39.87492370605469,41.08465576171875,40.57704544067383,66.66667175292969,60.000003814697266,61.904762268066406,65,9.523809432983398,9.523809432983398,4.545454502105713,0,16.59471893310547,8589934592,8589934592,6745128960,7243956224
199,1765272862542,3504,3504,3504,3504,3504,3504,3504,3504,42.567718505859375,42.54890060424805,40.09203338623047,40.769073486328125,39.09389114379883,39.86094665527344,39.87492370605469,41.08465576171875,40.57704544067383,65,60.000003814697266,50,47.619049072265625,5.263157844543457,0,0,0,16.59471893310547,8589934592,8589934592,6753304576,7243956224
204,1765272862742,3504,3504,3504,3504,3504,3504,3504,3504,38.07716369628906,38.421958923339844,36.405418395996094,36.95357131958008,36.754539489746094,36.690521240234375,36.9813232421875,37.43006134033203,37.2961540222168,55,40.90909194946289,40,40,38.095237731933594,19.047618865966797,15.789472579956055,10,16.59471893310547,8589934592,8589934592,6702088192,7235567616
200,1765272862947,3504,3504,3504,3504,3504,3504,3504,3504,38.07716369628906,38.421958923339844,36.405418395996094,36.95357131958008,36.754539489746094,36.690521240234375,36.9813232421875,37.43006134033203,37.2961540222168,23.809524536132813,20,9.523809432983398,10,25,20,33.333335876464844,15.000000953674316,16.59471893310547,8589934592,8589934592,6712737792,7235567616
203,1765272863147,3504,3504,3504,3504,3504,3504,3504,3504,38.07716369628906,38.421958923339844,36.405418395996094,36.95357131958008,36.754539489746094,36.690521240234375,36.9813232421875,37.43006134033203,37.2961540222168,15.789472579956055,15.789472579956055,10,15.000000953674316,10.526315689086914,0,5,0,13.26437759399414,8589934592,8589934592,6703579136,7235567616
201,1765272863352,3504,3504,3504,3504,3504,3504,3504,3504,38.07716369628906,38.421958923339844,36.405418395996094,36.95357131958008,36.754539489746094,36.690521240234375,36.9813232421875,37.43006134033203,37.2961540222168,30.000001907348633,30.000001907348633,21.052631378173828,20,4.545454502105713,0,0,0,13.26437759399414,8589934592,8589934592,6702317568,7235567616
201,1765272863554,3504,3504,3504,3504,3504,3504,3504,3504,38.07716369628906,38.421958923339844,36.13439178466797,36.603580474853516,36.36207962036133,36.886444091796875,36.95798873901367,37.9183235168457,37.321693420410156,42.85714340209961,52.38095474243164,38.095237731933594,31.57894515991211,0,0,0,0,13.26437759399414,8589934592,8589934592,6702317568,7235567616
204,1765272863755,3504,3504,3504,3504,3504,3504,3504,3504,37.83148193359375,38.23531723022461,36.13439178466797,36.603580474853516,36.36207962036133,36.886444091796875,36.95798873901367,37.9183235168457,37.321693420410156,50,42.105262756347656,40,33.333335876464844,0,0,0,0,13.26437759399414,8589934592,8589934592,6730530816,7235567616
201,1765272863960,3504,3504,3504,3504,3504,3504,3504,3504,37.83148193359375,38.23531723022461,36.13439178466797,36.603580474853516,36.36207962036133,36.886444091796875,36.95798873901367,37.9183235168457,37.321693420410156,47.36842346191406,28.571430206298828,28.571430206298828,19.047618865966797,0,0,0,0,13.26437759399414,8589934592,8589934592,6727712768,7235567616
204,1765272864162,3504,3504,3504,3504,3504,3504,3504,3504,37.83148193359375,38.23531723022461,36.13439178466797,36.603580474853516,36.36207962036133,36.886444091796875,36.95798873901367,37.9183235168457,37.321693420410156,76.19047546386719,78.94737243652344,70,70,25,19.047618865966797,5,4.761904716491699,10.8240966796875,8589934592,8589934592,6730776576,7235567616
203,1765272864367,3504,3504,3504,3504,3504,3504,3504,3504,37.83148193359375,38.23531723022461,36.13439178466797,36.603580474853516,36.36207962036133,36.886444091796875,36.95798873901367,37.9183235168457,37.321693420410156,60.000003814697266,54.54545593261719,50,50,0,0,0,0,10.8240966796875,8589934592,8589934592,6736674816,7235567616
204,1765272864570,3504,3504,3504,3504,3504,3504,3504,3504,36.613685607910156,36.59154510498047,34.85670471191406,35.364967346191406,35.575157165527344,35.42353820800781,35.789154052734375,36.2299690246582,36.104347229003906,95,100,95,95,40,42.105262756347656,35,31.57894515991211,10.8240966796875,8589934592,8589934592,6755123200,7176847360
201,1765272864775,3504,3504,3504,3504,3504,3504,3504,3504,36.613685607910156,36.59154510498047,34.85670471191406,35.364967346191406,35.575157165527344,35.42353820800781,35.789154052734375,36.2299690246582,36.104347229003906,100,100,100,100,66.66667175292969,66.66667175292969,55,57.142860412597656,10.8240966796875,8589934592,8589934592,6805012480,7149649920
202,1765272864977,3504,3504,3504,3504,3504,3504,3504,3504,36.613685607910156,36.59154510498047,34.85670471191406,35.364967346191406,35.575157165527344,35.42353820800781,35.789154052734375,36.2299690246582,36.104347229003906,95.23809814453125,95,95.23809814453125,95.23809814453125,94.73684692382813,90,85.71428680419922,80,10.8240966796875,8589934592,8589934592,6808043520,7160659968
203,1765272865179,3504,3504,3504,3504,3504,3504,3504,3504,36.613685607910156,36.59154510498047,34.85670471191406,35.364967346191406,35.575157165527344,35.42353820800781,35.789154052734375,36.2299690246582,36.104347229003906,60.000003814697266,60.000003814697266,60.000003814697266,52.38095474243164,71.42857360839844,63.15789031982422,52.6315803527832,25,9.134050369262695,8589934592,8589934592,6804078592,7165968384
200,1765272865383,3504,3504,3504,3504,3504,3504,3504,3504,36.613685607910156,36.59154510498047,34.85670471191406,35.364967346191406,35.575157165527344,35.42353820800781,35.789154052734375,36.2299690246582,36.104347229003906,60.000003814697266,50,52.38095474243164,47.36842346191406,85,76.19047546386719,61.904762268066406,52.38095474243164,9.134050369262695,8589934592,8589934592,6784024576,7174946816
205,1765272865584,3504,3504,3504,3504,3504,3504,3504,3504,43.73524475097656,43.831668853759766,41.15766143798828,41.82757568359375,39.74392318725586,40.80693817138672,40.87835693359375,42.21025085449219,41.9584846496582,89.47368621826172,85,84.21052551269531,80,30.000001907348633,20,10,15.000000953674316,9.134050369262695,8589934592,8589934592,6772883456,7166558208
204,1765272865790,3504,3504,3504,3504,3504,3504,3504,3504,43.73524475097656,43.831668853759766,41.15766143798828,41.82757568359375,39.74392318725586,40.80693817138672,40.87835693359375,42.21025085449219,41.9584846496582,100,100,100,100,5,4.761904716491699,4.761904716491699,0,9.134050369262695,8589934592,8589934592,6756876288,7158169600
204,1765272865995,3504,3504,3504,3504,3504,3504,3504,3504,43.73524475097656,43.831668853759766,41.15766143798828,41.82757568359375,39.74392318725586,40.80693817138672,40.87835693359375,42.21025085449219,41.9584846496582,95.23809814453125,95.23809814453125,95.23809814453125,95.45454406738281,47.619049072265625,23.809524536132813,5,5,9.134050369262695,8589934592,8589934592,6790119424,7175536640
203,1765272866200,3504,3504,3504,3504,3504,3504,3504,3504,43.73524475097656,43.831668853759766,41.15766143798828,41.82757568359375,39.74392318725586,40.80693817138672,40.87835693359375,42.21025085449219,41.9584846496582,100,100,95.23809814453125,100,30.000001907348633,15.789472579956055,4.761904716491699,0,13.148076057434082,8589934592,8589934592,6791168000,7183663104
203,1765272866404,3504,3504,3504,3504,3504,3504,3504,3504,43.73524475097656,43.831668853759766,41.15766143798828,41.82757568359375,39.74392318725586,40.80693817138672,40.87835693359375,42.21025085449219,41.9584846496582,100,100,100,100,20,19.047618865966797,5,0,13.148076057434082,8589934592,8589934592,6784401408,7159808000
202,1765272866608,3504,3504,3504,3504,3504,3504,3504,3504,38.4377326965332,39.199249267578125,37.05802917480469,37.456764221191406,37.663944244384766,37.02973175048828,37.21582794189453,37.79401397705078,37.394813537597656,77.2727279663086,75,68.42105102539063,61.904762268066406,33.333335876464844,15.000000953674316,10,0,13.148076057434082,8589934592,8589934592,6795444224,7145259008
204,1765272866810,3504,3504,3504,3504,3504,3504,3504,3504,38.4377326965332,39.199249267578125,37.05802917480469,37.456764221191406,37.663944244384766,37.02973175048828,37.21582794189453,37.79401397705078,37.394813537597656,63.15789031982422,61.904762268066406,52.38095474243164,52.6315803527832,45,10,5,0,13.148076057434082,8589934592,8589934592,6801932288,7122452480
202,1765272867015,3504,3504,3504,3504,3504,3504,3504,3504,38.4377326965332,39.199249267578125,37.05802917480469,37.456764221191406,37.663944244384766,37.02973175048828,37.21582794189453,37.79401397705078,37.394813537597656,47.619049072265625,35,30.000001907348633,33.333335876464844,50,19.047618865966797,4.761904716491699,9.523809432983398,13.148076057434082,8589934592,8589934592,6805061632,7096434688
202,1765272867218,3504,3504,3504,3504,3504,3504,3504,3504,38.4377326965332,39.199249267578125,37.05802917480469,37.456764221191406,37.663944244384766,37.02973175048828,37.21582794189453,37.79401397705078,37.394813537597656,50,50,47.36842346191406,42.85714340209961,40,15.000000953674316,9.523809432983398,0,13.277612686157227,8589934592,8589934592,6777962496,7065632768
202,1765272867421,3504,3504,3504,3504,3504,3504,3504,3504,38.4377326965332,39.199249267578125,37.05802917480469,37.456764221191406,37.663944244384766,37.02973175048828,37.21582794189453,37.79401397705078,37.394813537597656,75,70,66.66667175292969,73.68421173095703,65,0,0,0,13.277612686157227,8589934592,8589934592,6777962496,7132282880
200,1765272867623,3504,3504,3504,3504,3504,3504,3504,3504,39.141544342041016,41.16392135620117,38.407196044921875,38.21196746826172,37.936439514160156,37.128562927246094,37.25599670410156,37.82493591308594,37.58185577392578,70,75,66.66667175292969,66.66667175292969,52.38095474243164,15.789472579956055,5,10.526315689086914,13.277612686157227,8589934592,8589934592,6777962496,7148077056
204,1765272867824,3504,3504,3504,3504,3504,3504,3504,3504,39.141544342041016,41.16392135620117,38.407196044921875,38.21196746826172,37.936439514160156,37.128562927246094,37.25599670410156,37.82493591308594,37.58185577392578,95.23809814453125,95.23809814453125,100,95,45,25,20,9.523809432983398,13.277612686157227,8589934592,8589934592,6788038656,7225868288
204,1765272868029,3504,3504,3504,3504,3504,3504,3504,3504,39.141544342041016,41.16392135620117,38.407196044921875,38.21196746826172,37.936439514160156,37.128562927246094,37.25599670410156,37.82493591308594,37.58185577392578,95,100,90.47618865966797,95.23809814453125,42.105262756347656,45,19.047618865966797,10.526315689086914,13.277612686157227,8589934592,8589934592,6795968512,7298678784
199,1765272868234,3504,3504,3504,3504,3504,3504,3504,3504,39.141544342041016,41.16392135620117,38.407196044921875,38.21196746826172,37.936439514160156,37.128562927246094,37.25599670410156,37.82493591308594,37.58185577392578,71.42857360839844,65,60.000003814697266,52.6315803527832,60.000003814697266,4.761904716491699,0,4.545454502105713,11.454055786132813,8589934592,8589934592,6781452288,7374962688
201,1765272868437,3504,3504,3504,3504,3504,3504,3504,3504,39.141544342041016,41.16392135620117,38.407196044921875,38.21196746826172,37.936439514160156,37.128562927246094,37.25599670410156,37.82493591308594,37.58185577392578,80,76.19047546386719,71.42857360839844,75,57.142860412597656,10.526315689086914,5,0,11.454055786132813,8589934592,8589934592,6786334720,7409565696
